Cochrane.Review.ID	Author.s.	Title	Year	Keywords	DOI	URL	Cochrane.Review.Group.Code	base_id	version
CD008566.PUB2	Zeng, X; Zhang, L; Wu, T; Fu, P	Continuous renal replacement therapy (CRRT) for rhabdomyolysis	2014	Hemofiltration [*methods]; Humans; Myoglobin [blood]; Randomized Controlled Trials as Topic; Renal Dialysis [*methods]; Renal Replacement Therapy [methods]; Rhabdomyolysis [mortality, *therapy]	10.1002/14651858.CD008566.pub2	http://dx.doi.org/10.1002/14651858.CD008566.pub2	Kidney and Transplant	CD008566	2
CD008567.PUB3	Tosh, G; Clifton, AV; Xia, J; White, MM	General physical health advice for people with serious mental illness	2014	*Health Status; *Quality of Life; Awareness; Health Behavior; Health Promotion [*methods]; Humans; Mental Disorders [*complications, mortality]; Randomized Controlled Trials as Topic; Standard of Care	10.1002/14651858.CD008567.pub3	http://dx.doi.org/10.1002/14651858.CD008567.pub3	Schizophrenia	CD008567	3
CD008568.PUB2	Chen, Y; Gong, Z; Chen, X; Tang, L; Zhao, X; Yuan, Q; Cai, G	Tripterygium wilfordii Hook F (a traditional Chinese medicine) for primary nephrotic syndrome	2013	*Tripterygium [adverse effects]; Cyclophosphamide [therapeutic use]; Drugs, Chinese Herbal [adverse effects, *therapeutic use]; Humans; Immunosuppressive Agents [adverse effects, *therapeutic use]; Nephrotic Syndrome [*drug therapy]; Phytotherapy [*methods]; Prednisone [adverse effects, therapeutic use]; Randomized Controlled Trials as Topic; Remission Induction [methods]	10.1002/14651858.CD008568.pub2	http://dx.doi.org/10.1002/14651858.CD008568.pub2	Kidney and Transplant	CD008568	2
CD008569.PUB2	Liu, LR; Li, QJ; Wei, Q; Liu, ZH; Xu, Y	Percussion, diuresis, and inversion therapy for the passage of lower pole kidney stones following shock wave lithotripsy	2013	*Diuresis; Diuretics [administration & dosage]; Drainage [*methods]; Drinking Water [administration & dosage]; Furosemide [administration & dosage]; Head‐Down Tilt; Humans; Kidney Calculi [*therapy]; Patient Positioning [*methods]; Percussion [*methods]; Randomized Controlled Trials as Topic	10.1002/14651858.CD008569.pub2	http://dx.doi.org/10.1002/14651858.CD008569.pub2	Kidney and Transplant	CD008569	2
CD008570.PUB3	Hoe, VCW; Urquhart, DM; Kelsall, HL; Zamri, EN; Sim, MR	Ergonomic interventions for preventing work‐related musculoskeletal disorders of the upper limb and neck among office workers	2018	*Neck; *Upper Extremity; Adult; Computer Peripherals; Equipment Design; Ergonomics [*methods]; Humans; Musculoskeletal Diseases [*prevention & control]; Occupational Diseases [*prevention & control]; Orthotic Devices; Patient Education as Topic [methods]; Randomized Controlled Trials as Topic; Rest	10.1002/14651858.CD008570.pub3	http://dx.doi.org/10.1002/14651858.CD008570.pub3	Work	CD008570	3
CD008571.PUB2	Benschop, L; Farquhar, C; van der Poel, N; Heineman, MJ	Interventions for women with endometrioma prior to assisted reproductive technology	2010	*Reproductive Techniques, Assisted; Endometriosis [complications, *drug therapy, *surgery]; Female; Gonadotropin‐Releasing Hormone [agonists, antagonists & inhibitors]; Humans; Infertility, Female [etiology]; Ovarian Hyperstimulation Syndrome [prevention & control]; Pregnancy; Randomized Controlled Trials as Topic; Sperm Injections, Intracytoplasmic	10.1002/14651858.CD008571.pub2	http://dx.doi.org/10.1002/14651858.CD008571.pub2	Gynaecology and Fertility	CD008571	2
CD008572.PUB2	Maas, ET; Ostelo, RWJG; Niemisto, L; Jousimaa, J; Hurri, H; Malmivaara, A; van Tulder, MW	Radiofrequency denervation for chronic low back pain	2015	Catheter Ablation [*methods]; Chronic Pain [etiology, *surgery]; Denervation [*methods]; Female; Humans; Low Back Pain [etiology, *surgery]; Male; Middle Aged; Randomized Controlled Trials as Topic	10.1002/14651858.CD008572.pub2	http://dx.doi.org/10.1002/14651858.CD008572.pub2	Back and Neck	CD008572	2
CD008574.PUB3	Eliya‐Masamba, MC; Banda, GW	Primary closure versus delayed closure for non bite traumatic wounds within 24 hours post injury	2013	*Wound Closure Techniques; Acute Disease; Emergency Treatment [*methods]; Humans; Time Factors; Wound Infection [etiology]; Wounds and Injuries [*surgery]	10.1002/14651858.CD008574.pub3	http://dx.doi.org/10.1002/14651858.CD008574.pub3	Wounds	CD008574	3
CD008575.PUB2	Zhuang, J; Wang, X; Xu, L; Wu, T; Kang, D	Antidepressants for polycystic ovary syndrome	2013	Antidepressive Agents [*therapeutic use]; Cyclobutanes [therapeutic use]; Depression [*drug therapy]; Female; Fluoxetine [therapeutic use]; Humans; Polycystic Ovary Syndrome [*psychology]; Randomized Controlled Trials as Topic	10.1002/14651858.CD008575.pub2	http://dx.doi.org/10.1002/14651858.CD008575.pub2	Gynaecology and Fertility	CD008575	2
CD008576.PUB4	Rikken, JFW; Kowalik, CR; Emanuel, MH; Mol, BWJ; van der Veen, F; van Wely, M; Goddijn, M	Septum resection for women of reproductive age with a septate uterus	2017	Abortion, Habitual [*therapy]; Adult; Female; Humans; Hysteroscopy; Pregnancy; Uterus [*abnormalities, *surgery]	10.1002/14651858.CD008576.pub4	http://dx.doi.org/10.1002/14651858.CD008576.pub4	Gynaecology and Fertility	CD008576	4
CD008577.PUB2	Martí‐Carvajal, AJ; Comunián‐Carrasco, G; Peña‐Martí, GE	Haematological interventions for treating disseminated intravascular coagulation during pregnancy and postpartum	2011	Disseminated Intravascular Coagulation [*drug therapy]; Female; Humans; Postpartum Period; Pregnancy; Pregnancy Complications, Hematologic [*drug therapy]	10.1002/14651858.CD008577.pub2	http://dx.doi.org/10.1002/14651858.CD008577.pub2	Pregnancy and Childbirth	CD008577	2
CD008578.PUB3	Shu, M; Zhang, YQ; Li, Z; Liu, GJ; Wan, C; Wen, Y	Chinese medicinal herbs for mumps	2015	Drugs, Chinese Herbal [adverse effects, *therapeutic use]; Humans; Mumps [*drug therapy]; Phytotherapy [adverse effects, *methods]	10.1002/14651858.CD008578.pub3	http://dx.doi.org/10.1002/14651858.CD008578.pub3	Acute Respiratory Infections	CD008578	3
CD008579.PUB4	Searle, HKC; Lewis, SR; Coyle, C; Welch, M; Griffin, XL	Ultrasound and shockwave therapy for acute fractures in adults	2023	*Extracorporeal Shockwave Therapy; *Fractures, Stress; *High-Energy Shock Waves; Adolescent; Adult; Humans; Pain; Randomized Controlled Trials as Topic; Ultrasonography	10.1002/14651858.CD008579.pub4	http://dx.doi.org/10.1002/14651858.CD008579.pub4	Bone, Joint and Muscle Trauma	CD008579	4
CD008580.PUB2	Mujezinovic, F; Alfirevic, Z	Analgesia for amniocentesis or chorionic villus sampling	2011	Amniocentesis [*adverse effects]; Analgesia [*methods]; Anesthesia, Local [methods]; Chorionic Villi Sampling [*adverse effects]; Cryoanesthesia [methods]; Female; Humans; Lidocaine [administration & dosage]; Pain [*prevention & control]; Pregnancy; Prilocaine [administration & dosage]; Randomized Controlled Trials as Topic	10.1002/14651858.CD008580.pub2	http://dx.doi.org/10.1002/14651858.CD008580.pub2	Pregnancy and Childbirth	CD008580	2
CD008581.PUB2	Agabio, R; Trogu, E; Pani, PP	Antidepressants for the treatment of people with co‐occurring depression and alcohol dependence	2018	Adult; Alcohol Abstinence [statistics & numerical data]; Alcohol Drinking [epidemiology]; Alcoholism [complications, *drug therapy]; Antidepressive Agents [*therapeutic use]; Depressive Disorder, Major [complications, *drug therapy]; Diagnosis, Dual (Psychiatry); Female; Humans; Male; Placebos [therapeutic use]; Psychotherapy; Randomized Controlled Trials as Topic	10.1002/14651858.CD008581.pub2	http://dx.doi.org/10.1002/14651858.CD008581.pub2	Drugs and Alcohol	CD008581	2
CD008582.PUB2	Saensak, S; Vutyavanich, T; Somboonporn, W; Srisurapanont, M	Relaxation for perimenopausal and postmenopausal symptoms	2014	*Perimenopause; *Postmenopause; Acupuncture Therapy [methods]; Electroacupuncture; Female; Hot Flashes [*therapy]; Humans; Middle Aged; Neurofeedback [methods]; Randomized Controlled Trials as Topic; Relaxation Therapy [*methods]	10.1002/14651858.CD008582.pub2	http://dx.doi.org/10.1002/14651858.CD008582.pub2	Gynaecology and Fertility	CD008582	2
CD008583.PUB3	Zhang, J; Tang, L; Kong, L; Wu, T; Xu, L; Pan, X; Liu, GJ	Ultrasound‐guided transvaginal ovarian needle drilling for clomiphene‐resistant polycystic ovarian syndrome in subfertile women	2021	*Infertility, Female [drug therapy, etiology]; *Polycystic Ovary Syndrome [complications]; Clomiphene [therapeutic use]; Female; Fertility Agents, Female [therapeutic use]; Humans; Ovulation Induction; Pregnancy; Pregnancy Rate; Ultrasonography, Interventional	10.1002/14651858.CD008583.pub3	http://dx.doi.org/10.1002/14651858.CD008583.pub3	Gynaecology and Fertility	CD008583	3
CD008585.PUB2	Fedorowicz, Z; Nasser, M; Jagannath, VA; Beaman, JH; Ejaz, K; van Zuuren, EJ	Beta2‐adrenoceptor agonists for dysmenorrhoea	2012	Acetaminophen [therapeutic use]; Adolescent; Adrenergic beta‐2 Receptor Agonists [*therapeutic use]; Adult; Caffeine [therapeutic use]; Dysmenorrhea [*drug therapy]; Female; Humans; Isoxsuprine [therapeutic use]; Metaproterenol [analogs & derivatives, therapeutic use]; Randomized Controlled Trials as Topic; Ritodrine [therapeutic use]; Terbutaline [therapeutic use]; Young Adult	10.1002/14651858.CD008585.pub2	http://dx.doi.org/10.1002/14651858.CD008585.pub2	Gynaecology and Fertility	CD008585	2
CD008586.PUB2	Kerrigan, S; Grant, R	Antiepileptic drugs for treating seizures in people with brain tumours	2011	Adult; Anticonvulsants [*therapeutic use]; Brain Neoplasms [*complications]; Drug Substitution; Humans; Levetiracetam; Phenytoin [therapeutic use]; Piracetam [analogs & derivatives, therapeutic use]; Randomized Controlled Trials as Topic; Seizures [*drug therapy, etiology]	10.1002/14651858.CD008586.pub2	http://dx.doi.org/10.1002/14651858.CD008586.pub2	Epilepsy	CD008586	2
CD008588.PUB2	Wei, M-L; Kang, D; Gu, L; Qiu, M; Zhengyin, L; Mu, Y	Chemotherapy for thymic carcinoma and advanced thymoma in adults	2013	Adult; Antineoplastic Agents [*therapeutic use]; Humans; Prospective Studies; Thymoma [*drug therapy, pathology]; Thymus Neoplasms [*drug therapy, pathology]	10.1002/14651858.CD008588.pub2	http://dx.doi.org/10.1002/14651858.CD008588.pub2	Gynaecological, Neuro-oncology and Orphan Cancer	CD008588	2
CD008589.PUB2	Carlin, AJ; Alfirevic, Z; Gyte, GML	Interventions for treating peripartum cardiomyopathy to improve outcomes for women and babies	2010	Acute Disease; Bromocriptine [adverse effects, *therapeutic use]; Cardiotonic Agents [adverse effects, *therapeutic use]; Female; Heart Failure [*drug therapy]; Humans; Infant; Pilot Projects; Postoperative Period; Pregnancy; Pregnancy Complications, Cardiovascular [*drug therapy]	10.1002/14651858.CD008589.pub2	http://dx.doi.org/10.1002/14651858.CD008589.pub2	Pregnancy and Childbirth	CD008589	2
CD008591.PUB3	Nussbaumer-Streit, B; Thaler, K; Chapman, A; Probst, T; Winkler, D; Sönnichsen, A; Gaynes, BN; Gartlehner, G	Second‐generation antidepressants for treatment of seasonal affective disorder	2021	Adult; Antidepressive Agents, Second-Generation [adverse effects, *therapeutic use]; Bias; Citalopram [adverse effects, therapeutic use]; Duloxetine Hydrochloride [adverse effects, therapeutic use]; Female; Fluoxetine [adverse effects, therapeutic use]; Humans; Male; Morpholines [adverse effects, therapeutic use]; Observational Studies as Topic; Phototherapy; Placebos [therapeutic use]; Quality of Life; Randomized Controlled Trials as Topic; Reboxetine [therapeutic use]; Seasonal Affective Disorder [*drug therapy, therapy]; Thiophenes [adverse effects, therapeutic use]; Treatment Outcome	10.1002/14651858.CD008591.pub3	http://dx.doi.org/10.1002/14651858.CD008591.pub3	Common Mental Disorders	CD008591	3
CD008593.PUB3	Wulaningsih, W; Wardhana, A; Watkins, J; Yoshuantari, N; Repana, D; Van Hemelrijck, M	Irinotecan chemotherapy combined with fluoropyrimidines versus irinotecan alone for overall survival and progression‐free survival in patients with advanced and/or metastatic colorectal cancer	2016	Alopecia [chemically induced]; Antimetabolites, Antineoplastic [adverse effects, therapeutic use]; Antineoplastic Agents, Phytogenic [adverse effects, therapeutic use]; Antineoplastic Combined Chemotherapy Protocols [adverse effects, *therapeutic use]; Camptothecin [administration & dosage, adverse effects, analogs & derivatives]; Colorectal Neoplasms [*drug therapy, mortality, pathology]; Diarrhea [chemically induced]; Disease-Free Survival; Fluorouracil [administration & dosage, adverse effects]; Humans; Irinotecan; Nausea [chemically induced]; Neutropenia; Quality of Life; Randomized Controlled Trials as Topic	10.1002/14651858.CD008593.pub3	http://dx.doi.org/10.1002/14651858.CD008593.pub3	Colorectal	CD008593	3
CD008596.PUB2	Fedorowicz, Z; van Zuuren, EJ; Hu, N	Histamine H2‐receptor antagonists for urticaria	2012	Cimetidine [adverse effects, therapeutic use]; Diphenhydramine [adverse effects, therapeutic use]; Drug Therapy, Combination [methods]; Famotidine [adverse effects, therapeutic use]; Histamine H1 Antagonists; Histamine H2 Antagonists [adverse effects, *therapeutic use]; Humans; Randomized Controlled Trials as Topic; Ranitidine [adverse effects, therapeutic use]; Urticaria [*drug therapy]	10.1002/14651858.CD008596.pub2	http://dx.doi.org/10.1002/14651858.CD008596.pub2	Skin	CD008596	2
CD008597.PUB2	Adamu, B; Abdu, A; Abba, AA; Borodo, MM; Tleyjeh, IM	Antibiotic prophylaxis for preventing post solid organ transplant tuberculosis	2014	Antibiotic Prophylaxis [adverse effects, *methods]; Antitubercular Agents [adverse effects, *therapeutic use]; Chemical and Drug Induced Liver Injury [etiology]; Hepatitis B [complications]; Hepatitis C [complications]; Humans; Immunosuppression Therapy [adverse effects]; Isoniazid [adverse effects, *therapeutic use]; Kidney Transplantation [*adverse effects]; Tuberculosis [*prevention & control]	10.1002/14651858.CD008597.pub2	http://dx.doi.org/10.1002/14651858.CD008597.pub2	Kidney and Transplant	CD008597	2
CD008599.PUB2	Gethin, G; Cowman, S; Kolbach, DN	Debridement for venous leg ulcers	2015	Bandages, Hydrocolloid; Borates [therapeutic use]; Debridement [*methods]; Humans; Hydrogel, Polyethylene Glycol Dimethacrylate [therapeutic use]; Randomized Controlled Trials as Topic; Sodium Hypochlorite [therapeutic use]; Varicose Ulcer [*therapy]; Wound Healing	10.1002/14651858.CD008599.pub2	http://dx.doi.org/10.1002/14651858.CD008599.pub2	Wounds	CD008599	2
CD008600.PUB3	Clarkesmith, DE; Pattison, HM; Khaing, PH; Lane, DA	Educational and behavioural interventions for anticoagulant therapy in patients with atrial fibrillation	2017	*International Normalized Ratio [standards]; *Patient Education as Topic; Administration, Oral; Aged; Anticoagulants [*administration & dosage, adverse effects]; Anxiety [prevention & control]; Atrial Fibrillation [blood, *complications]; Chronic Disease; Decision Support Techniques; Drug Monitoring [*methods, standards]; Humans; Medication Adherence; Middle Aged; Randomized Controlled Trials as Topic; Self Care [methods]; Stroke [blood, etiology, *prevention & control]	10.1002/14651858.CD008600.pub3	http://dx.doi.org/10.1002/14651858.CD008600.pub3	Heart	CD008600	3
CD008602.PUB4	Bina, S; Pacey, V; Barnes, EH; Burns, J; Gray, K	Interventions for congenital talipes equinovarus (clubfoot)	2020	Botulinum Toxins, Type A [therapeutic use]; Casts, Surgical; Clubfoot [*therapy]; Decompression, Surgical [methods]; Female; Humans; Infant; Infant, Newborn; Ligaments, Articular [surgery]; Male; Motion Therapy, Continuous Passive [methods]; Neuromuscular Agents [therapeutic use]; Orthopedic Procedures [methods]; Randomized Controlled Trials as Topic; Recurrence; Treatment Outcome	10.1002/14651858.CD008602.pub4	http://dx.doi.org/10.1002/14651858.CD008602.pub4	Neuromuscular	CD008602	4
CD008603.PUB2	Sinclair, D; Abba, K; Zaman, K; Qadri, F; Graves, PM	Oral vaccines for preventing cholera	2011	Administration, Oral; Adult; Child; Cholera Vaccines [*administration & dosage, adverse effects]; Cholera [*prevention & control]; Humans; Randomized Controlled Trials as Topic; Vaccines, Attenuated [administration & dosage, adverse effects]	10.1002/14651858.CD008603.pub2	http://dx.doi.org/10.1002/14651858.CD008603.pub2	Infectious Diseases	CD008603	2
CD008605.PUB4	Tang, H; Mourad, SM.; Wang, A; Zhai, S-D; Hart, RJ	Dopamine agonists for preventing ovarian hyperstimulation syndrome	2021	*Fertilization in Vitro; Abortion, Spontaneous [prevention & control]; Administration, Oral; Aminoquinolines [therapeutic use]; Bromocriptine [therapeutic use]; Cabergoline [therapeutic use]; Dopamine Agonists [administration & dosage, *therapeutic use]; Ergolines [therapeutic use]; Female; Humans; Live Birth [epidemiology]; Ovarian Hyperstimulation Syndrome [epidemiology, *prevention & control]; Placebos [therapeutic use]; Pregnancy; Pregnancy Rate; Randomized Controlled Trials as Topic; Sperm Injections, Intracytoplasmic	10.1002/14651858.CD008605.pub4	http://dx.doi.org/10.1002/14651858.CD008605.pub4	Gynaecology and Fertility	CD008605	4
CD008607.PUB2	Fishman, JM; Burgess, C; Waddell, A	Corticosteroids for the treatment of idiopathic acute vestibular dysfunction (vestibular neuritis)	2011	Acute Disease; Adrenal Cortex Hormones [*therapeutic use]; Caloric Tests; Dexamethasone [therapeutic use]; Humans; Methylprednisolone [therapeutic use]; Prednisolone [therapeutic use]; Randomized Controlled Trials as Topic; Vertigo [etiology]; Vestibular Neuronitis [complications, *drug therapy]	10.1002/14651858.CD008607.pub2	http://dx.doi.org/10.1002/14651858.CD008607.pub2	ENT	CD008607	2
CD008611.PUB2	Morley, LC; Simpson, N; Tang, T	Human chorionic gonadotrophin (hCG) for preventing miscarriage	2013	Abortion, Habitual [*prevention & control]; Chorionic Gonadotropin [*therapeutic use]; Female; Humans; Pregnancy; Randomized Controlled Trials as Topic; Tocolytic Agents [*therapeutic use]	10.1002/14651858.CD008611.pub2	http://dx.doi.org/10.1002/14651858.CD008611.pub2	Pregnancy and Childbirth	CD008611	2
CD008613.PUB2	Mackay, L; Kilbride, L; Adamson, KA; Chisholm, J	Hormone replacement therapy for women with type 1 diabetes mellitus	2013	Blood Glucose; Diabetes Mellitus, Type 1 [blood, *drug therapy]; Diabetes Mellitus, Type 2 [blood, drug therapy]; Estradiol [administration & dosage]; Estrogen Replacement Therapy [*methods]; Female; Humans; Norethindrone Acetate; Norethindrone [administration & dosage, analogs & derivatives]; Postmenopause [drug effects, physiology]; Randomized Controlled Trials as Topic; Risk Factors	10.1002/14651858.CD008613.pub2	http://dx.doi.org/10.1002/14651858.CD008613.pub2	Metabolic and Endocrine Disorders	CD008613	2
CD008615.PUB2	Derry, CJ; Derry, S; Moore, RA	Sumatriptan (oral route of administration) for acute migraine attacks in adults	2012	Acute Disease; Administration, Oral; Adult; Analgesics [administration & dosage]; Humans; Migraine Disorders [*drug therapy]; Randomized Controlled Trials as Topic; Serotonin 5‐HT1 Receptor Agonists [*administration & dosage, adverse effects]; Sumatriptan [*administration & dosage, adverse effects]; Time Factors; Treatment Outcome	10.1002/14651858.CD008615.pub2	http://dx.doi.org/10.1002/14651858.CD008615.pub2	Pain, Palliative and Supportive Care	CD008615	2
CD008616.PUB2	Bird, S; Derry, S; Moore, RA	Zolmitriptan for acute migraine attacks in adults	2014	Acute Pain [*drug therapy]; Administration, Oral; Adult; Humans; Migraine Disorders [*drug therapy]; Oxazolidinones [adverse effects, *therapeutic use]; Randomized Controlled Trials as Topic; Serotonin 5‐HT1 Receptor Agonists [adverse effects, *therapeutic use]; Time Factors; Tryptamines [adverse effects, *therapeutic use]	10.1002/14651858.CD008616.pub2	http://dx.doi.org/10.1002/14651858.CD008616.pub2	Pain, Palliative and Supportive Care	CD008616	2
CD008618.PUB3	Gibbs, JC; MacIntyre, NJ; Ponzano, M; Templeton, JA; Thabane, L; Papaioannou, A; Giangregorio, LM	Exercise for improving outcomes after osteoporotic vertebral fracture	2019	*Exercise Therapy [methods]; Exercise [physiology]; Humans; Osteoporotic Fractures [*therapy]; Postural Balance; Quality of Life; Randomized Controlled Trials as Topic; Spinal Fractures [*therapy]; Time and Motion Studies	10.1002/14651858.CD008618.pub3	http://dx.doi.org/10.1002/14651858.CD008618.pub3	Musculoskeletal	CD008618	3
CD008619.PUB2	Wu, H; Yu, D; He, Y; Wang, J; Xiao, Z; Li, C	Morita therapy for anxiety disorders in adults	2015	Acceptance and Commitment Therapy [methods]; Activities of Daily Living; Adult; Anti‐Anxiety Agents [therapeutic use]; Anxiety Disorders [*psychology, *therapy]; Bed Rest; Humans; Psychotherapy [*methods]; Randomized Controlled Trials as Topic; Work	10.1002/14651858.CD008619.pub2	http://dx.doi.org/10.1002/14651858.CD008619.pub2	Common Mental Disorders	CD008619	2
CD008623.PUB2	Eslami, L; Merat, S; Malekzadeh, R; Nasseri‐Moghaddam, S; Aramin, H	Statins for non‐alcoholic fatty liver disease and non‐alcoholic steatohepatitis	2013	Alanine Transaminase [blood]; Atorvastatin; Fatty Liver [*drug therapy, enzymology]; Fenofibrate [therapeutic use]; Heptanoic Acids [therapeutic use]; Humans; Hydroxymethylglutaryl‐CoA Reductase Inhibitors [*therapeutic use]; Non‐alcoholic Fatty Liver Disease; Pyrroles [therapeutic use]; Simvastatin [therapeutic use]; gamma‐Glutamyltransferase [blood]	10.1002/14651858.CD008623.pub2	http://dx.doi.org/10.1002/14651858.CD008623.pub2	Hepato-Biliary	CD008623	2
CD008624.PUB3	Walshe, M; Smith, M; Pennington, L	Interventions for drooling in children with cerebral palsy	2012	Adolescent; Adult; Benztropine [*therapeutic use]; Botulinum Toxins, Type A [adverse effects, *therapeutic use]; Cerebral Palsy [*complications]; Child; Child, Preschool; Controlled Clinical Trials as Topic; Female; Glycopyrrolate [*therapeutic use]; Humans; Infant; Male; Neuromuscular Agents [adverse effects, *therapeutic use]; Randomized Controlled Trials as Topic; Sialorrhea [*drug therapy, etiology]; Young Adult	10.1002/14651858.CD008624.pub3	http://dx.doi.org/10.1002/14651858.CD008624.pub3	Movement Disorders	CD008624	3
CD008625.PUB2	Leibovici‐Weissman, Y; Neuberger, A; Bitterman, R; Sinclair, D; Salam, MA; Paul, M	Antimicrobial drugs for treating cholera	2014	Anti‐Bacterial Agents [therapeutic use]; Anti‐Infective Agents [*therapeutic use]; Cholera [*drug therapy]; Diarrhea [drug therapy, microbiology]; Fluid Therapy [methods]; Humans; Randomized Controlled Trials as Topic	10.1002/14651858.CD008625.pub2	http://dx.doi.org/10.1002/14651858.CD008625.pub2	Infectious Diseases	CD008625	2
CD008626.PUB3	Langevin, P; Peloso, PMJ; Lowcock, J; Nolan, M; Weber, J; Gross, A; Roberts, J; Goldsmith, CH; Graham, N; Burnie, SJ; Haines, T	Botulinum toxin for subacute/chronic neck pain	2015	Acute Disease; Botulinum Toxins, Type A [*therapeutic use]; Chronic Disease; Humans; Neck Pain [*drug therapy]; Neuromuscular Agents [*therapeutic use]; Randomized Controlled Trials as Topic	10.1002/14651858.CD008626.pub3	http://dx.doi.org/10.1002/14651858.CD008626.pub3	Back and Neck	CD008626	3
CD008628.PUB3	Lewis, SR; Pritchard, MW; Solomon, JL; Griffin, XL; Bruce, J	Surgical versus non‐surgical interventions for displaced intra‐articular calcaneal fractures	2023	*Chronic Pain [etiology]; *Fractures, Bone; Adult; Bandages; Female; Fracture Fixation [adverse effects]; Humans; Ice; Male; Middle Aged	10.1002/14651858.CD008628.pub3	http://dx.doi.org/10.1002/14651858.CD008628.pub3	Bone, Joint and Muscle Trauma	CD008628	3
CD008630.PUB5	Doets, AY; Hughes, RAC; Brassington, R; Hadden, RDM; Pritchard, J	Pharmacological treatment other than corticosteroids, intravenous immunoglobulin and plasma exchange for Guillain‐Barré syndrome	2020	*Cerebrospinal Fluid; Adult; Brain‐Derived Neurotrophic Factor [*therapeutic use]; Female; Guillain‐Barre Syndrome [*therapy]; Humans; Interferon beta‐1a [*therapeutic use]; Male; Middle Aged; Randomized Controlled Trials as Topic; Treatment Outcome	10.1002/14651858.CD008630.pub5	http://dx.doi.org/10.1002/14651858.CD008630.pub5	Neuromuscular	CD008630	5
CD008632.PUB2	Connolly, B; Salisbury, L; O'Neill, B; Geneen, LJ; Douiri, A; Grocott, MPW; Hart, N; Walsh, TS; Blackwood, B	Exercise rehabilitation following intensive care unit discharge for recovery from critical illness	2015	*Critical Care; *Exercise Therapy; Adult; Controlled Clinical Trials as Topic; Critical Illness [*rehabilitation]; Health Status; Humans; Intensive Care Units; Length of Stay; Muscle Weakness [etiology, *rehabilitation]; Muscular Disorders, Atrophic [etiology, *rehabilitation]; Patient Discharge; Quality of Life; Randomized Controlled Trials as Topic; Respiration, Artificial; Selection Bias	10.1002/14651858.CD008632.pub2	http://dx.doi.org/10.1002/14651858.CD008632.pub2	Emergency and Critical Care	CD008632	2
CD008633.PUB3	Earl, R; Crowther, CA; Middleton, P	Interventions for hyperthyroidism pre‐pregnancy and during pregnancy	2013	*Preconception Care; Female; Humans; Hyperthyroidism [prevention & control, *therapy]; Pregnancy; Pregnancy Complications [prevention & control, *therapy]	10.1002/14651858.CD008633.pub3	http://dx.doi.org/10.1002/14651858.CD008633.pub3	Pregnancy and Childbirth	CD008633	3
CD008634.PUB3	Lühnen, J; Richter, T; Calo, S; Meyer, G; Köpke, S; Möhler, R	Psychosocial interventions for reducing antipsychotic medication in care home residents	2023	*Antipsychotic Agents [adverse effects]; Activities of Daily Living; Humans; Psychosocial Intervention; Quality of Life; Restraint, Physical	10.1002/14651858.CD008634.pub3	http://dx.doi.org/10.1002/14651858.CD008634.pub3	Dementia and Cognitive Improvement	CD008634	3
CD008635.PUB2	Imdad, A; Bautista, RMM; Senen, KAA; Uy, MEV; Mantaring III, JB; Bhutta, ZA	Umbilical cord antiseptics for preventing sepsis and death among newborns	2013	*Umbilical Cord [microbiology]; Anti‐Infective Agents, Local [*administration & dosage]; Chlorhexidine [administration & dosage]; Humans; Infant, Newborn; Inflammation [mortality, prevention & control]; Randomized Controlled Trials as Topic; Sepsis [mortality, *prevention & control]	10.1002/14651858.CD008635.pub2	http://dx.doi.org/10.1002/14651858.CD008635.pub2	Pregnancy and Childbirth	CD008635	2
CD008638.PUB2	Burns, KEA; Lellouche, F; Nisenbaum, R; Lessard, MR; Friedrich, JO	Automated weaning and SBT systems versus non‐automated weaning strategies for weaning time in invasively ventilated critically ill adults	2014	*Critical Illness; *Ventilators, Mechanical [adverse effects]; Adult; Automation [*instrumentation]; Humans; Intensive Care Units; Length of Stay; Randomized Controlled Trials as Topic; Time Factors; Ventilator Weaning [*instrumentation, *methods]; Work of Breathing	10.1002/14651858.CD008638.pub2	http://dx.doi.org/10.1002/14651858.CD008638.pub2	Emergency and Critical Care	CD008638	2
CD008639.PUB2	Burns, KEA; Lellouche, F; Lessard, MR; Friedrich, JO	Automated weaning and spontaneous breathing trial systems versus non‐automated weaning strategies for discontinuation time in invasively ventilated postoperative adults	2014	*Respiration; Adult; Humans; Postoperative Care [methods]; Randomized Controlled Trials as Topic; Time Factors; Ventilator Weaning [*methods]	10.1002/14651858.CD008639.pub2	http://dx.doi.org/10.1002/14651858.CD008639.pub2	Emergency and Critical Care	CD008639	2
CD008640.PUB3	Shi, G; Lu, D; Liu, Z; Liu, D; Zhou, X	Robotic assisted surgery for gynaecological cancer	2014	Adult; Aged; Controlled Clinical Trials as Topic; Endometrial Neoplasms [surgery]; Fallopian Tube Neoplasms [surgery]; Female; Genital Neoplasms, Female [*surgery]; Humans; Middle Aged; Ovarian Neoplasms [surgery]; Publication Bias; Robotics [*methods]; Uterine Cervical Neoplasms [surgery]; Vaginal Neoplasms [surgery]; Vulvar Neoplasms [surgery]	10.1002/14651858.CD008640.pub3	http://dx.doi.org/10.1002/14651858.CD008640.pub3	Gynaecological, Neuro-oncology and Orphan Cancer	CD008640	3
