Cochrane.Review.ID	Author.s.	Title	Year	Keywords	DOI	URL	Cochrane.Review.Group.Code	base_id	version
CD008642.PUB2	Gu, S; Yang, AWH; Xue, CCL; Li, CG; Pang, C; Zhang, W; Williams, HC	Chinese herbal medicine for atopic eczema	2013	Administration, Oral; Administration, Topical; Adult; Child; Dermatitis, Atopic [*drug therapy]; Dermatologic Agents [*therapeutic use]; Drugs, Chinese Herbal [*administration & dosage, adverse effects]; Humans; Randomized Controlled Trials as Topic	10.1002/14651858.CD008642.pub2	http://dx.doi.org/10.1002/14651858.CD008642.pub2	Skin	CD008642	2
CD008645.PUB3	Hefler, M; Liberato, SC; Thomas, DP	Incentives for preventing smoking in children and adolescents	2017	*Motivation; *Smoking Prevention; Adolescent; Child; Humans; Randomized Controlled Trials as Topic; Smoking [epidemiology, psychology]	10.1002/14651858.CD008645.pub3	http://dx.doi.org/10.1002/14651858.CD008645.pub3	Tobacco Addiction	CD008645	3
CD008646.PUB2	Powell, R; Scott, NW; Manyande, A; Bruce, J; Vögele, C; Byrne‐Davis, LMT; Unsworth, M; Osmer, C; Johnston, M	Psychological preparation and postoperative outcomes for adults undergoing surgery under general anaesthesia	2016	*Affect; Adult; Anesthesia, General; Anxiety [therapy]; Elective Surgical Procedures [*psychology]; Humans; Length of Stay [*statistics & numerical data]; Pain, Postoperative [*prevention & control]; Patient Education as Topic [*methods]; Preoperative Care [methods, *psychology]; Randomized Controlled Trials as Topic; Relaxation Therapy; Sensation; Thinking; Treatment Outcome	10.1002/14651858.CD008646.pub2	http://dx.doi.org/10.1002/14651858.CD008646.pub2	Anaesthesia	CD008646	2
CD008649.PUB4	Nevitt, SJ; Thornton, J; Murray, CS; Dwyer, T	Inhaled mannitol for cystic fibrosis	2020	Administration, Inhalation; Adult; Child; Cystic Fibrosis [*drug therapy, physiopathology]; Deoxyribonuclease I [*administration & dosage]; Forced Expiratory Volume; Humans; Mannitol [*administration & dosage, adverse effects]; Mucociliary Clearance; Powders; Randomized Controlled Trials as Topic; Recombinant Proteins [administration & dosage]; Respiratory Function Tests; Vital Capacity	10.1002/14651858.CD008649.pub4	http://dx.doi.org/10.1002/14651858.CD008649.pub4	Cystic Fibrosis and Genetic Disorders	CD008649	4
CD008650.PUB2	Jurgens, TM; Whelan, AM; Killian, L; Doucette, S; Kirk, S; Foy, E	Green tea for weight loss and weight maintenance in overweight or obese adults	2012	*Tea; *Weight Loss; Adult; Body Weight; Camellia sinensis [chemistry]; Humans; Japan; Obesity [*drug therapy]; Overweight [*drug therapy]; Phytotherapy [*methods]; Randomized Controlled Trials as Topic	10.1002/14651858.CD008650.pub2	http://dx.doi.org/10.1002/14651858.CD008650.pub2	Metabolic and Endocrine Disorders	CD008650	2
CD008651	Spaulding, A; Rutherford, GW; Siegfried, N	Stavudine or zidovudine in three‐drug combination therapy for initial treatment of HIV infection in antiretroviral‐naïve individuals	2010	*HIV-1; Adolescent; Adult; Anti-HIV Agents [*therapeutic use]; Child; Child, Preschool; Drug Therapy, Combination [methods]; HIV Infections [*drug therapy]; Humans; Randomized Controlled Trials as Topic; Reverse Transcriptase Inhibitors [*therapeutic use]; Stavudine [therapeutic use]; Young Adult; Zidovudine [therapeutic use]	10.1002/14651858.CD008651	http://dx.doi.org/10.1002/14651858.CD008651	HIV/AIDS	CD008651	1
CD008652.PUB4	Gois, PHenrique França; Souza, ERegio de Moraes	Pharmacotherapy for hyperuricaemia in hypertensive patients	2020	Adolescent; Adult; Allopurinol [*therapeutic use]; Blood Pressure [drug effects]; Child; Humans; Hypertension [complications, *drug therapy]; Hyperuricemia [complications, *drug therapy]; Patient Dropouts [statistics & numerical data]; Placebos [therapeutic use]; Prehypertension [drug therapy]; Randomized Controlled Trials as Topic; Uricosuric Agents [*therapeutic use]	10.1002/14651858.CD008652.pub4	http://dx.doi.org/10.1002/14651858.CD008652.pub4	Hypertension	CD008652	4
CD008653.PUB2	Tayar, JH; Lopez‐Olivo, MA; Suarez‐Almazor, ME	Febuxostat for treating chronic gout	2012	Allopurinol [adverse effects, therapeutic use]; Chronic Disease; Febuxostat; Female; Gout Suppressants [adverse effects, *therapeutic use]; Gout [blood, *drug therapy]; Humans; Hyperuricemia [drug therapy]; Male; Randomized Controlled Trials as Topic; Thiazoles [adverse effects, *therapeutic use]	10.1002/14651858.CD008653.pub2	http://dx.doi.org/10.1002/14651858.CD008653.pub2	Musculoskeletal	CD008653	2
CD008654	Green, CJ; Maclure, M; Fortin, PM; Ramsay, CR; Aaserud, M; Bardal, S	Pharmaceutical policies: effects of restrictions on reimbursement	2010	Adult; Aged; Drug Costs; Health Care Costs [legislation & jurisprudence]; Health Services [statistics & numerical data]; Humans; Insurance, Pharmaceutical Services [*legislation & jurisprudence]; Prescription Drugs [economics, *supply & distribution]; Process Assessment, Health Care; Reimbursement Mechanisms [*legislation & jurisprudence]	10.1002/14651858.CD008654	http://dx.doi.org/10.1002/14651858.CD008654	Effective Practice and Organisation of Care	CD008654	1
CD008655.PUB3	LeBlanc, K; Mosli, MH; Parker, CE; MacDonald, JK	The impact of biological interventions for ulcerative colitis on health‐related quality of life	2015	*Health Status; *Quality of Life; Adalimumab [therapeutic use]; Antibodies, Monoclonal [therapeutic use]; Antibodies, Monoclonal, Humanized [therapeutic use]; Biological Products [*therapeutic use]; Colitis, Ulcerative [*drug therapy]; Humans; Infliximab [therapeutic use]; Interferon beta-1a [therapeutic use]; Randomized Controlled Trials as Topic; Rituximab [therapeutic use]; Tumor Necrosis Factor-alpha [antagonists & inhibitors]	10.1002/14651858.CD008655.pub3	http://dx.doi.org/10.1002/14651858.CD008655.pub3	Gut	CD008655	3
CD008656.PUB2	MacKay‐Lyons, M; Thornton, M; Ruggles, T; Che, M	Non‐pharmacological interventions for preventing secondary vascular events after stroke or transient ischemic attack	2013	Adult; Humans; Hypertension [prevention & control]; Ischemic Attack, Transient [*prevention & control]; Myocardial Infarction [*prevention & control]; Randomized Controlled Trials as Topic; Risk Factors; Secondary Prevention [*methods]; Stroke [*prevention & control]	10.1002/14651858.CD008656.pub2	http://dx.doi.org/10.1002/14651858.CD008656.pub2	Stroke	CD008656	2
CD008657.PUB2	Thomson, H; Thomas, S; Sellstrom, E; Petticrew, M	Housing improvements for health and associated socio‐economic outcomes	2013	*Health Status; Health Promotion [*methods]; Heating [standards]; Housing [*standards]; Humans; Mental Health; Quality Improvement [*standards]; Respiration Disorders [rehabilitation]	10.1002/14651858.CD008657.pub2	http://dx.doi.org/10.1002/14651858.CD008657.pub2	Public Health	CD008657	2
CD008661.PUB2	Ortiz-Orendain, J; Covarrubias-Castillo, SA; Vazquez-Alvarez, AO; Castiello-de Obeso, S; Arias Quiñones, GE; Seegers, M; Colunga-Lozano, LE	Modafinil for people with schizophrenia or related disorders	2019	Antipsychotic Agents [therapeutic use]; Cognition [drug effects, physiology]; Humans; Modafinil [*therapeutic use]; Quality of Life; Randomized Controlled Trials as Topic; Schizophrenia [*drug therapy]; Wakefulness-Promoting Agents [*therapeutic use]	10.1002/14651858.CD008661.pub2	http://dx.doi.org/10.1002/14651858.CD008661.pub2	Schizophrenia	CD008661	2
CD008664.PUB2	Reid, J; Mills, M; Cantwell, MM; Cardwell, CR; Murray, LJ; Donnelly, M	Thalidomide for managing cancer cachexia	2012	Adult; Anti-Inflammatory Agents [*therapeutic use]; Cachexia [*drug therapy, etiology]; Humans; Immunosuppressive Agents [*therapeutic use]; Neoplasms [*complications]; Randomized Controlled Trials as Topic; Thalidomide [*therapeutic use]	10.1002/14651858.CD008664.pub2	http://dx.doi.org/10.1002/14651858.CD008664.pub2	Gynaecological, Neuro-oncology and Orphan Cancer	CD008664	2
CD008666.PUB3	McCauley, ME; van den Broek, N; Dou, L; Othman, M	Vitamin A supplementation during pregnancy for maternal and newborn outcomes	2015	Anemia [prevention & control]; Female; Humans; Infant; Infant Mortality; Infant, Newborn; Maternal Mortality; Night Blindness [drug therapy]; Pregnancy; Pregnancy Complications [*drug therapy]; Pregnancy Complications, Infectious [drug therapy]; Vitamin A Deficiency [*drug therapy]; Vitamin A [*administration & dosage]; Vitamins [*administration & dosage]	10.1002/14651858.CD008666.pub3	http://dx.doi.org/10.1002/14651858.CD008666.pub3	Pregnancy and Childbirth	CD008666	3
CD008669.PUB3	Burton, MJ; Pollard, AJ; Ramsden, JD; Chong, LY; Venekamp, RP	Tonsillectomy for periodic fever, aphthous stomatitis, pharyngitis and cervical adenitis syndrome (PFAPA)	2019	Adenoidectomy [methods]; Child; Child, Preschool; Fever [surgery]; Humans; Infant; Lymphadenitis [*surgery]; Periodicity; Pharyngitis [*surgery]; Randomized Controlled Trials as Topic; Stomatitis, Aphthous [*surgery]; Syndrome; Tonsillectomy [*methods]	10.1002/14651858.CD008669.pub3	http://dx.doi.org/10.1002/14651858.CD008669.pub3	ENT	CD008669	3
CD008671.PUB3	Zhang, ML; Hirunyachote, P; Jampel, H	Combined surgery versus cataract surgery alone for eyes with cataract and glaucoma	2015	Cataract [*complications]; Combined Modality Therapy [methods]; Glaucoma [*complications, *surgery]; Humans; Intraocular Pressure; Phacoemulsification [adverse effects, *methods]; Randomized Controlled Trials as Topic; Stents; Trabecular Meshwork [surgery]; Trabeculectomy [adverse effects, *methods]; Treatment Outcome	10.1002/14651858.CD008671.pub3	http://dx.doi.org/10.1002/14651858.CD008671.pub3	Eyes and Vision	CD008671	3
CD008674.PUB2	D'Souza, N; Darmanin, G; Fedorowicz, Z	Immediate versus delayed reconstruction following surgery for breast cancer	2011	Breast Neoplasms [psychology, *surgery]; Female; Humans; Mammaplasty [*methods, psychology]; Randomized Controlled Trials as Topic; Time Factors	10.1002/14651858.CD008674.pub2	http://dx.doi.org/10.1002/14651858.CD008674.pub2	Breast Cancer	CD008674	2
CD008675.PUB2	Hunt, WT; Zimmermann, EF; Hilton, MP	Modifications of the Epley (canalith repositioning) manoeuvre for posterior canal benign paroxysmal positional vertigo (BPPV)	2012	Benign Paroxysmal Positional Vertigo; Exercise Therapy [methods]; Humans; Immobilization [instrumentation, methods]; Patient Positioning [*methods]; Posture [physiology]; Randomized Controlled Trials as Topic; Vertigo [*therapy]; Vibration [therapeutic use]	10.1002/14651858.CD008675.pub2	http://dx.doi.org/10.1002/14651858.CD008675.pub2	ENT	CD008675	2
CD008676.PUB2	James, P; Worthington, HV; Parnell, C; Harding, M; Lamont, T; Cheung, A; Whelton, H; Riley, P	Chlorhexidine mouthrinse as an adjunctive treatment for gingival health	2017	Adolescent; Adult; Aged; Aged, 80 and over; Chemotherapy, Adjuvant; Child; Chlorhexidine [adverse effects, *therapeutic use]; Dental Plaque Index; Dental Plaque [complications, *drug therapy]; Dental Prophylaxis; Female; Gingivitis [*drug therapy, etiology]; Humans; Male; Middle Aged; Mouthwashes [adverse effects, *therapeutic use]; Oral Hygiene; Publication Bias; Randomized Controlled Trials as Topic; Time Factors; Tooth Discoloration [chemically induced]	10.1002/14651858.CD008676.pub2	http://dx.doi.org/10.1002/14651858.CD008676.pub2	Oral Health	CD008676	2
CD008678.PUB2	Mujezinovic, F; Alfirevic, Z	Technique modifications for reducing the risks from amniocentesis or chorionic villus sampling	2012	17 alpha‐Hydroxyprogesterone Caproate; Amniocentesis [adverse effects, *methods]; Chorionic Villi Sampling [adverse effects, *methods]; Female; Gestational Age; Humans; Hydroxyprogesterones [administration & dosage]; Pregnancy; Pregnancy Trimester, Second; Progesterone [administration & dosage]; Randomized Controlled Trials as Topic; Tocolysis	10.1002/14651858.CD008678.pub2	http://dx.doi.org/10.1002/14651858.CD008678.pub2	Pregnancy and Childbirth	CD008678	2
CD008679.PUB2	Murphy, FA; Lipp, A; Powles, DL	Follow‐up for improving psychological well being for women after a miscarriage	2012	Abortion, Spontaneous [*psychology]; Anxiety [*therapy]; Counseling [methods]; Depression [*therapy]; Female; Follow‐Up Studies; Humans; Pregnancy; Psychotherapy [*methods]; Randomized Controlled Trials as Topic; Stress, Psychological [*therapy]	10.1002/14651858.CD008679.pub2	http://dx.doi.org/10.1002/14651858.CD008679.pub2	Pregnancy and Childbirth	CD008679	2
CD008680.PUB2	Martis, R; Emilia, O; Nurdiati, DS; Brown, J	Intermittent auscultation (IA) of fetal heart rate in labour for fetal well‐being	2017	*Heart Rate, Fetal; *Labor, Obstetric; Auscultation [instrumentation, *methods]; Cardiotocography [instrumentation, *methods]; Cesarean Section; Female; Fetal Distress [diagnosis]; Humans; Infant, Newborn; Infant, Newborn, Diseases [diagnosis]; Perinatal Mortality; Pregnancy; Seizures [diagnosis]; Ultrasonography, Doppler	10.1002/14651858.CD008680.pub2	http://dx.doi.org/10.1002/14651858.CD008680.pub2	Pregnancy and Childbirth	CD008680	2
CD008681.PUB2	Calvache, JA; Delgado‐Noguera, MF; Lesaffre, E; Stolker, RJ	Anaesthesia for evacuation of incomplete miscarriage	2012	Abortion, Incomplete [*surgery]; Anesthesia, General [*methods]; Anesthesia, Obstetrical [*methods]; Dilatation and Curettage [adverse effects, *methods]; Female; Humans; Hypnotics and Sedatives [therapeutic use]; Pain, Postoperative [*prevention & control]; Patient Satisfaction; Postoperative Nausea and Vomiting [etiology]; Pregnancy	10.1002/14651858.CD008681.pub2	http://dx.doi.org/10.1002/14651858.CD008681.pub2	Pregnancy and Childbirth	CD008681	2
CD008684.PUB3	Al Saadi, T; Assaf, Y; Farwati, M; Turkmani, K; Al-Mouakeh, A; Shebli, B; Khoja, M; Essali, A; Madmani, ME	Coenzyme Q10 for heart failure	2021	*Heart Failure [drug therapy]; *Myocardial Infarction [drug therapy]; *Stroke; Ataxia; Humans; Mitochondrial Diseases; Muscle Weakness; Quality of Life; Stroke Volume; Ubiquinone [adverse effects, analogs & derivatives, deficiency]; Ventricular Function, Left	10.1002/14651858.CD008684.pub3	http://dx.doi.org/10.1002/14651858.CD008684.pub3	Heart	CD008684	3
CD008685.PUB2	Mahtani, KR; Heneghan, CJ; Nunan, D; Bankhead, C; Keeling, D; Ward, AM; Harrison, SE; Roberts, NW; Hobbs, FR; Perera, R	Optimal loading dose of warfarin for the initiation of oral anticoagulation	2012	Age Factors; Anticoagulants [*administration & dosage, adverse effects]; Humans; International Normalized Ratio; Randomized Controlled Trials as Topic; Warfarin [*administration & dosage, adverse effects]	10.1002/14651858.CD008685.pub2	http://dx.doi.org/10.1002/14651858.CD008685.pub2	Heart	CD008685	2
CD008687.PUB2	Toews, I; George, AT; Peter, JV; Kirubakaran, R; Fontes, LES; Ezekiel, JPB; Meerpohl, JJ	Interventions for preventing upper gastrointestinal bleeding in people admitted to intensive care units	2018	*Intensive Care Units; Anti‐Ulcer Agents [therapeutic use]; Blood Transfusion [statistics & numerical data]; Cause of Death; Histamine H2 Antagonists [therapeutic use]; Humans; Length of Stay; Peptic Ulcer Hemorrhage [etiology, *prevention & control, psychology]; Pneumonia [epidemiology]; Proton Pump Inhibitors [therapeutic use]; Randomized Controlled Trials as Topic; Selection Bias; Stress, Psychological [*complications]; Sucralfate [therapeutic use]	10.1002/14651858.CD008687.pub2	http://dx.doi.org/10.1002/14651858.CD008687.pub2	Gut	CD008687	2
CD008688.PUB2	Probst, P; Hüttner, FJ; Klaiber, U; Knebel, P; Ulrich, A; Büchler, MW; Diener, MK	Stapler versus scalpel resection followed by hand‐sewn closure of the pancreatic remnant for distal pancreatectomy	2015	*Surgical Instruments; *Surgical Staplers; *Suture Techniques; Fibrin Tissue Adhesive; Humans; Operative Time; Pancreas [*surgery]; Pancreatectomy [adverse effects, *methods, mortality]; Pancreatic Fistula [epidemiology, etiology]; Randomized Controlled Trials as Topic; Surgical Mesh	10.1002/14651858.CD008688.pub2	http://dx.doi.org/10.1002/14651858.CD008688.pub2	Gut	CD008688	2
CD008693.PUB2	Carvalho, APV; Vital, FMR; Soares, BGO	Exercise interventions for shoulder dysfunction in patients treated for head and neck cancer	2012	Carcinoma, Squamous Cell [*therapy]; Exercise Therapy [*methods]; Head and Neck Neoplasms [*therapy]; Humans; Joint Diseases [etiology, *rehabilitation]; Muscle Stretching Exercises [methods]; Neck Dissection [*adverse effects, methods]; Radiotherapy [adverse effects]; Randomized Controlled Trials as Topic; Resistance Training [methods]; Shoulder Joint [*radiation effects]; Shoulder Pain [etiology, rehabilitation]	10.1002/14651858.CD008693.pub2	http://dx.doi.org/10.1002/14651858.CD008693.pub2	ENT	CD008693	2
CD008694.PUB2	Borrie, FRP; Bearn, DR; Innes, NPT; Iheozor-Ejiofor, Z	Interventions for the cessation of non‐nutritive sucking habits in children	2015	*Orthodontic Appliances; *Reinforcement, Psychology; *Sucking Behavior; Adolescent; Bedding and Linens; Child; Child, Preschool; Fingersucking [psychology, *therapy]; Humans; Malocclusion [etiology, prevention & control]; Orthodontic Appliances, Functional; Pacifiers; Stress, Psychological [prevention & control]	10.1002/14651858.CD008694.pub2	http://dx.doi.org/10.1002/14651858.CD008694.pub2	Oral Health	CD008694	2
CD008695.PUB2	Wurzel, D; Marchant, JM; Yerkovich, ST; Upham, JW; Masters, IB; Chang, AB	Short courses of antibiotics for children and adults with bronchiectasis	2011	Adult; Anti‐Bacterial Agents [administration & dosage, *therapeutic use]; Bronchiectasis [*drug therapy]; Child; Drug Administration Schedule; Humans; Randomized Controlled Trials as Topic	10.1002/14651858.CD008695.pub2	http://dx.doi.org/10.1002/14651858.CD008695.pub2	Airways	CD008695	2
